,__EVENTCASE__,__NOTIFICATION__death_period,__NOTIFICATION__distinct_payload_app_id,__NOTIFICATION__distinct_payload_notification_id,__NOTIFICATION__distinct_payload_notification_type_id,__NOTIFICATION__distinct_payload_pmac_batch_id,__NOTIFICATION__distinct_payload_pmac_campaign_id,__NOTIFICATION__distinct_payload_pmac_request_id,__NOTIFICATION__distinct_payload_profile_id,__NOTIFICATION__entropy_for_hours_of_day,__NOTIFICATION__event_type_sent,__NOTIFICATION__hours_of_day_0,__NOTIFICATION__hours_of_day_1,__NOTIFICATION__hours_of_day_10,__NOTIFICATION__hours_of_day_11,__NOTIFICATION__hours_of_day_12,__NOTIFICATION__hours_of_day_13,__NOTIFICATION__hours_of_day_14,__NOTIFICATION__hours_of_day_15,__NOTIFICATION__hours_of_day_16,__NOTIFICATION__hours_of_day_17,__NOTIFICATION__hours_of_day_18,__NOTIFICATION__hours_of_day_19,__NOTIFICATION__hours_of_day_2,__NOTIFICATION__hours_of_day_20,__NOTIFICATION__hours_of_day_21,__NOTIFICATION__hours_of_day_22,__NOTIFICATION__hours_of_day_23,__NOTIFICATION__hours_of_day_3,__NOTIFICATION__hours_of_day_4,__NOTIFICATION__hours_of_day_5,__NOTIFICATION__hours_of_day_6,__NOTIFICATION__hours_of_day_7,__NOTIFICATION__hours_of_day_8,__NOTIFICATION__hours_of_day_9,__NOTIFICATION__live_period,__NOTIFICATION__locale,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_ARP_SPOOFING_FOUND,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_BOX_CONNECTED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_BOX_DISCONNECTED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_CONNECTED_AT_HOME,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_CONTINUE_BROWSING_REQ,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_DEFAULT_PASSWORD,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_DIAMOND_APP_INSTALLED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_GENERIC,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_IDENTIFY,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_INAPPROPRIATE_APP,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NETWORK_ATTACK,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NETWORK_CONTROL,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NETWORK_CONTROL_BLOCK,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_DEVICE_JOINED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_DEVICE_JOINED_ROUTER,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_IN_CLIENT_VERSION,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_PATTERN_UPDATE,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_RANSOMWARE,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_RENEW_SUCCESS,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_UNABLE_TO_CONTINUE,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEBSITES_FILTERING,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEBSITES_FILTERING_BLOCK,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEBSITES_FILTERING_DENIED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEB_THREATS,__NOTIFICATION__rate,__NOTIFICATION__station_final_status,__NOTIFICATION__total_event,__STATIONID__
470,B4F7-ABE3-D6C4-43C3-99EA_2017-08-26 02:04:44,6472516.0,1,4,4,1,1,1,1,1.326608141349649,24,0,5,0,0,1,0,0,1,0,0,0,1,4,0,1,2,2,3,2,0,0,2,0,0,5445654.0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0.4569203157867357,0,24,B4F7-ABE3-D6C4-43C3-99EA
471,C59C-373C-7944-E97B-D3EE_2017-11-08 03:35:47,1098.0,1,5,5,2,2,2,1,0.7892773734611849,17,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,7,0,0,1,2,0,0,764196.0,0,0,6,5,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0.9985652572736752,1,17,C59C-373C-7944-E97B-D3EE
473,A2BD-3CBD-8BF4-26B9-2F9F_2017-07-26 07:40:36,100711.0,1,2,2,1,1,1,1,0.5117400734174093,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1714203.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.944509216414662,1,5,A2BD-3CBD-8BF4-26B9-2F9F
474,C844-C4D4-4B45-B5A2-3AD2_2017-04-21 18:28:10,17244.0,2,3,3,1,1,1,1,1.2455418912686116,62,16,2,0,0,0,0,0,0,0,0,4,0,4,0,0,8,14,2,4,0,0,0,4,4,2523435.0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,52,0.993212837985436,1,62,C844-C4D4-4B45-B5A2-3AD2
476,E326-3AD2-E3A4-758B-D4E2_2017-10-19 12:16:18,26745.0,1,4,4,1,1,1,1,1.0132843295512497,17,0,1,1,1,2,0,1,0,0,0,0,0,4,0,1,1,0,1,0,0,0,0,4,0,2585780.0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0.98976277738969,1,17,E326-3AD2-E3A4-758B-D4E2
477,F489-5E7A-8536-45B4-9D98_2017-08-01 12:04:53,6130.0,3,1,1,1,1,1,1,0.4563344322932884,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,980600.0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9937875609335888,1,15,F489-5E7A-8536-45B4-9D98
478,8575-324A-6C3C-4BF5-845F_2017-11-01 14:59:05,23881.0,1,5,5,2,2,2,1,0.9943617837643208,14,0,0,0,1,1,1,3,0,0,0,0,4,2,0,0,0,0,0,1,0,1,0,0,0,4003313.0,0,0,2,1,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9940700646653724,1,14,8575-324A-6C3C-4BF5-845F
479,5F3C-ECFB-724A-83BB-23EB_2017-11-06 08:38:15,2231.0,1,8,8,2,2,2,1,1.7659439825795875,47,6,5,5,4,1,0,0,0,0,0,0,0,2,1,3,1,5,3,1,0,0,7,1,2,2758990.0,0,0,5,4,0,0,0,0,1,0,0,16,0,0,5,0,0,1,1,0,0,0,0,0,14,0.9991920241081752,1,47,5F3C-ECFB-724A-83BB-23EB
480,832E-9395-3FA4-789F-3537_2017-08-25 05:07:52,8373.0,1,4,4,1,1,1,1,0.6159905783211985,6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8288146.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0.9989907815554934,1,6,832E-9395-3FA4-789F-3537
481,B2DD-A798-D426-DB5D-A8F3_2017-05-27 03:29:28,366564.0,1,4,4,1,1,1,1,0.8729484758423084,18,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,10,416568.0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,3,0.5319256523804416,1,18,B2DD-A798-D426-DB5D-A8F3
482,7DA9-C4AA-625D-4359-D67C_2017-09-07 03:12:27,10940.0,2,3,3,1,1,1,1,0.8602030628046026,22,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,2,2,4,1534791.0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0.9929224425207231,1,22,7DA9-C4AA-625D-4359-D67C
483,FAC9-9B57-5274-9492-9FD9_2017-09-22 08:30:54,66841.0,1,5,5,1,1,1,1,1.51496821357316,38,2,2,0,2,5,1,0,0,0,0,0,2,1,0,0,0,2,1,1,6,5,5,0,3,1111429.0,0,0,10,9,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,8,0.943271915605082,1,38,FAC9-9B57-5274-9492-9FD9
484,DE9D-355C-A3F4-FE88-FF92_2017-08-18 15:02:58,2005.0,1,5,5,1,1,1,1,2.636391438937797,205,11,12,26,9,7,2,4,9,1,0,1,0,7,9,3,14,24,4,13,7,22,7,5,8,2334656.0,0,0,4,190,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,6,0.9991419380047,1,205,DE9D-355C-A3F4-FE88-FF92
485,AE7C-66F8-BC74-ED9B-2243_2017-06-20 17:32:09,2327.0,1,3,3,1,1,1,1,1.4800168852230255,33,0,0,2,1,0,0,1,3,4,2,0,0,1,2,4,0,0,2,2,1,3,3,2,0,1946247.0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0.9988057933647888,1,33,AE7C-66F8-BC74-ED9B-2243
486,6935-69D9-6F94-2E8B-6DCD_2017-05-27 12:47:39,4273.0,1,5,5,1,1,1,1,1.6657069583340762,55,3,0,4,5,4,2,2,3,1,1,3,5,0,1,1,1,1,5,1,2,2,2,1,5,9858209.0,0,0,0,3,0,0,0,0,0,0,0,38,0,0,6,0,1,0,0,0,0,0,0,0,7,0.9995667419215568,1,55,6935-69D9-6F94-2E8B-6DCD
487,8483-BABD-694F-4DAC-B6F8_2017-08-14 09:29:57,4686.0,1,3,3,1,1,1,1,1.0986122886681098,20,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,4,2,5639294.0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.9991697348325118,1,20,8483-BABD-694F-4DAC-B6F8
488,865B-4FF6-3794-DB29-7DA8_2017-09-01 13:04:42,45855.0,2,9,9,1,1,1,1,2.9470047701612985,567,2,0,68,40,46,50,12,20,12,48,22,14,8,4,0,6,2,42,24,29,14,44,28,32,2890419.0,0,2,4,4,279,0,0,0,0,0,54,2,212,0,2,0,0,0,0,0,0,0,0,0,8,0.9843832694087812,1,567,865B-4FF6-3794-DB29-7DA8
489,F324-E39B-2454-F997-4889_2017-08-25 05:06:11,8468.0,1,9,9,1,1,1,1,1.2990863371591324,28,0,2,1,1,1,1,0,1,0,0,0,0,1,0,2,1,0,2,4,1,0,7,1,2,15475486.0,0,1,1,7,5,0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,6,0.9994531112660242,1,28,F324-E39B-2454-F997-4889
490,C873-CF23-2F34-75BF-A7B8_2017-11-06 10:50:14,220186.0,1,3,3,1,1,1,1,2.02932302955708,80,0,4,3,5,1,3,4,3,2,6,1,5,7,1,5,1,5,5,0,4,2,8,0,5,1063604.0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,7,0,0,0,0,0,0,0,0,0,1,0.8284875252182989,0,80,C873-CF23-2F34-75BF-A7B8
493,3AC7-E632-E6C6-4E45-9557_2017-05-23 18:08:27,10009.0,2,1,1,1,1,1,1,0.5442837329694393,12,0,0,0,0,2,0,0,6,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,667995.0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9852375502209426,1,12,3AC7-E632-E6C6-4E45-9557
494,9FC2-BD77-4FE3-4D9A-DEEB_2017-10-26 16:41:45,17150.0,1,4,4,1,1,1,1,0.4563344322932884,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1622606.0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0.9895411268505802,1,5,9FC2-BD77-4FE3-4D9A-DEEB
495,8575-324A-6C3C-4BF5-845F_2017-09-16 05:26:17,5455.0,1,3,3,1,1,1,1,0.4505612088663046,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1410836.0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9961483904084684,1,4,8575-324A-6C3C-4BF5-845F
496,3FAE-7497-E724-AC89-D493_2017-04-08 04:33:36,3252.0,1,3,3,1,1,1,1,0.3767701612564368,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5233667.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9993790241934236,1,3,3FAE-7497-E724-AC89-D493
497,D49D-6E2B-AB42-4283-9CDF_2017-09-03 05:26:13,10497.0,2,4,4,1,1,1,2,0.933720058514398,17,0,0,0,0,1,2,0,2,0,0,0,2,0,0,0,0,0,0,2,1,1,2,2,2,3671613.0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0.9971491889161378,1,17,D49D-6E2B-AB42-4283-9CDF
498,4C66-4CFE-DC42-9DAC-27C3_2017-10-16 08:41:32,1571616.0,2,5,5,1,1,1,1,1.5137597120424462,40,0,3,0,1,1,0,1,0,0,0,0,0,9,2,8,1,2,1,1,7,2,1,0,0,2461782.0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,26,0,0,0,3,0,0,0,0,0,0,0.6103493877866751,1,40,4C66-4CFE-DC42-9DAC-27C3
499,34EF-8BED-6EE4-ABA8-B5E2_2017-09-10 10:24:57,5784.0,1,2,2,1,1,1,1,0.3767701612564368,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1197610.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9951935941179696,1,3,34EF-8BED-6EE4-ABA8-B5E2
500,2369-7535-8DD3-4688-77E2_2017-10-13 03:01:48,2321892.0,2,4,4,3,2,3,2,0.3445982481028228,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,663033.0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.2221271891253549,0,5,2369-7535-8DD3-4688-77E2
501,DC48-9C72-C54D-37B9-7C6B_2017-05-26 21:32:46,1110.0,1,3,3,1,1,1,1,1.3959368400809016,26,0,0,1,4,1,3,0,1,1,1,0,0,3,2,5,1,1,2,0,0,0,0,0,0,5220781.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0.9997874333263564,1,26,DC48-9C72-C54D-37B9-7C6B
502,F69A-E8B6-F254-33F8-F798_2017-10-24 01:14:19,1171.0,1,3,3,1,1,1,1,0.9798203223053884,13,0,0,3,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,2215243.0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9994716691015306,1,13,F69A-E8B6-F254-33F8-F798
503,4CDE-8CD6-4684-548D-EA3A_2017-10-31 23:10:41,2777.0,1,6,6,2,2,2,1,0.933720058514398,13,1,0,2,1,2,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,7120681.0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,3,0.9996101612447214,1,13,4CDE-8CD6-4684-548D-EA3A
505,BA7D-DEBF-77F6-4BE7-B268_2017-10-01 15:53:20,3382.0,1,5,5,1,1,1,1,1.2925718370167556,23,1,1,3,0,4,0,0,0,0,0,0,0,1,0,0,1,2,1,0,2,4,1,2,0,1858727.0,0,0,3,2,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,9,0.9981837797894751,1,23,BA7D-DEBF-77F6-4BE7-B268
506,C844-C4D4-4B45-B5A2-3AD2_2017-10-15 01:59:24,15772.0,2,3,3,1,1,1,1,2.0340825546042387,180,0,4,8,8,16,4,20,4,8,16,0,10,6,22,8,0,4,6,0,0,12,12,6,6,1182376.0,0,0,90,88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.9868363507680188,1,180,C844-C4D4-4B45-B5A2-3AD2
507,78A5-3E5C-943B-44AD-BE33_2017-05-15 10:47:38,34755.0,2,3,3,1,1,1,1,1.3114896151301971,46,2,2,4,2,0,0,8,0,0,0,0,0,0,0,2,0,0,0,2,4,6,6,4,4,1470082.0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0.9769044753684286,1,46,78A5-3E5C-943B-44AD-BE33
509,83C4-DB39-F9FA-4ACB-AA34_2017-05-06 05:32:01,1039.0,2,6,6,1,1,1,1,2.67235169799427,456,24,22,36,28,10,8,6,4,2,4,8,6,22,6,4,24,18,40,20,34,30,36,38,26,690174.0,0,0,0,236,54,0,0,0,0,0,50,2,0,18,0,0,0,0,0,0,0,0,0,0,96,0.9984968454007664,1,456,83C4-DB39-F9FA-4ACB-AA34
511,847A-88EC-5934-BDAE-775D_2017-08-08 09:12:11,4021.0,1,7,7,1,1,1,1,2.087085294603742,93,7,0,18,2,5,12,0,3,7,2,8,7,2,2,0,0,1,0,3,0,2,6,4,2,3488534.0,0,0,1,1,12,0,0,0,0,0,0,2,73,0,1,0,0,0,0,0,0,0,0,0,3,0.9988486938645204,1,93,847A-88EC-5934-BDAE-775D
512,99D5-6D8F-3F34-D5CB-4A46_2017-07-07 11:43:10,2314510.0,1,6,6,1,1,1,1,1.9497587585202285,82,0,0,6,4,7,28,2,0,0,0,1,1,0,1,0,0,0,11,4,3,1,2,8,3,3381057.0,0,0,0,2,45,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,4,0,1,0.5936295719109265,0,82,99D5-6D8F-3F34-D5CB-4A46
513,C56F-3C74-544E-79BE-C377_2017-08-11 14:00:04,135395.0,1,5,5,1,1,1,1,0.8358948132176883,12,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,2,0,1,555925.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0.8041500318231789,1,12,C56F-3C74-544E-79BE-C377
515,EC98-FAFC-D348-6CAA-464B_2017-09-24 07:18:22,1819.0,4,6,6,1,1,1,1,2.427144384741338,576,12,16,52,60,28,40,52,0,12,16,4,4,4,0,4,16,16,8,44,8,56,56,36,32,945144.0,0,0,4,0,324,0,0,0,0,0,172,12,0,32,0,0,0,0,0,0,0,0,0,0,32,0.9980791224155536,1,576,EC98-FAFC-D348-6CAA-464B
516,B983-6C62-47C4-943A-7559_2017-05-17 15:16:25,4397.0,1,2,2,1,1,1,1,0.4563344322932884,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,720632.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9939354149971932,0,4,B983-6C62-47C4-943A-7559
518,4236-F267-E647-8C33-3BE4_2017-06-14 15:20:44,1233.0,2,6,6,1,1,1,1,1.993362770500608,85,4,2,6,13,2,2,0,4,0,0,0,0,4,4,9,3,10,3,2,2,5,0,2,8,9010464.0,0,0,0,38,0,0,0,1,0,0,0,2,0,0,6,0,1,0,0,0,0,0,0,0,37,0.9998631778232224,1,85,4236-F267-E647-8C33-3BE4
520,33B2-4A4E-AE42-B794-E9C2_2017-05-26 19:31:05,3567.0,1,3,3,1,1,1,1,0.4505612088663046,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,12226588.0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9997083438435572,1,4,33B2-4A4E-AE42-B794-E9C2
521,9DEA-BEE6-E427-9BF6-7AE6_2017-10-01 15:53:02,4067.0,1,4,4,1,1,1,1,1.7541282514990355,66,0,2,1,2,0,0,0,2,5,0,2,4,5,3,2,2,2,10,0,0,5,5,11,3,8350196.0,0,0,25,38,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.9995131826709309,1,66,9DEA-BEE6-E427-9BF6-7AE6
522,3C3A-ED44-2584-95A9-FD38_2017-11-02 12:04:08,553993.0,1,10,9,2,2,2,1,2.3948143979504946,237,4,6,12,19,36,29,14,4,2,2,2,2,1,1,1,8,2,10,4,8,10,26,15,19,3711390.0,0,0,0,0,130,0,1,0,1,0,26,5,7,36,8,0,0,1,0,0,0,0,0,0,22,0.8701188146527522,1,237,3C3A-ED44-2584-95A9-FD38
523,8F58-2677-8446-E866-F4D5_2017-06-21 19:55:46,4090197.0,1,2,2,1,1,1,1,2.243329608800697,109,1,0,6,9,7,7,3,4,6,3,18,10,3,8,4,10,0,4,0,1,0,0,3,2,1203824.0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.22739312896567654,1,109,8F58-2677-8446-E866-F4D5
525,F343-F374-8C24-AC96-D8C4_2017-10-24 09:58:47,1160.0,1,4,4,1,1,1,1,1.2925718370167558,36,5,4,0,0,0,0,4,2,0,0,2,2,5,2,0,0,2,1,0,0,0,2,0,5,894708.0,0,0,16,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.9987051663861194,1,36,F343-F374-8C24-AC96-D8C4
526,D2F9-BB2F-9243-9EAB-2F3F_2017-11-03 16:05:27,15895.0,2,6,6,1,1,1,1,1.616920376608729,74,2,0,4,2,0,2,4,14,0,6,0,0,2,0,0,8,0,12,4,10,0,0,4,0,842652.0,0,0,6,4,0,0,0,0,0,0,0,38,0,0,20,0,0,2,0,0,0,0,0,0,4,0.9814861620854771,1,74,D2F9-BB2F-9243-9EAB-2F3F
527,B657-B6EC-5644-586A-D9A5_2017-09-12 23:50:09,31135.0,1,2,2,1,1,1,1,0.1732052067491771,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1455989.0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9790636154079956,1,6,B657-B6EC-5644-586A-D9A5
528,D3BA-A5DD-44D6-4D83-4F86_2017-08-29 04:27:01,28742.0,1,4,4,1,1,1,1,1.4241299173467734,28,4,3,0,2,2,0,0,0,0,1,0,0,2,1,0,0,0,2,4,1,3,1,1,1,1121527.0,0,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0.9750128013534224,0,28,D3BA-A5DD-44D6-4D83-4F86
531,557B-4ABA-ABB4-5FAA-B698_2017-09-25 09:44:06,1025.0,1,5,5,1,1,1,1,1.8389937534740628,58,1,1,3,5,4,2,0,2,4,1,1,1,3,3,2,2,0,2,5,1,1,6,1,7,12613043.0,0,0,1,5,0,0,0,0,0,0,0,33,0,0,9,0,0,0,0,0,0,0,0,0,10,0.9999187415193892,1,58,557B-4ABA-ABB4-5FAA-B698
532,A2BD-3CBD-8BF4-26B9-2F9F_2017-06-27 09:25:56,180412.0,1,2,2,1,1,1,1,1.2455418912686116,21,1,0,5,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,2,0,1,3,1684041.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.9032359625048204,1,21,A2BD-3CBD-8BF4-26B9-2F9F
533,CBFF-2C3F-5EE4-5429-B6A2_2017-08-21 14:24:58,3151.0,2,9,8,1,1,1,1,2.160881109887098,148,2,0,8,4,10,36,2,0,4,2,0,0,2,8,4,6,13,0,3,6,23,9,2,4,832675.0,0,0,5,4,12,0,0,1,0,0,0,4,56,52,2,0,0,0,0,0,0,12,0,0,0,0.9962300765948894,1,148,CBFF-2C3F-5EE4-5429-B6A2
534,654E-A95F-43E6-A323-E3F9_2017-10-24 09:05:51,3603.0,1,4,4,1,1,1,1,1.3163725690440502,24,0,0,1,3,1,4,0,3,0,0,0,0,0,2,0,0,1,1,2,0,1,3,1,1,5982051.0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0.999398060763285,1,24,654E-A95F-43E6-A323-E3F9
535,E2D3-665B-4443-F85A-D8D7_2017-07-02 03:19:20,3209.0,1,4,3,1,1,1,1,2.0842010667269943,122,6,3,0,3,6,3,6,4,17,4,6,5,9,1,4,9,4,6,1,2,4,5,10,4,2259843.0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,10,0.9985820034183924,1,122,E2D3-665B-4443-F85A-D8D7
536,E896-DED7-CBF4-94A8-9E76_2017-08-10 17:27:04,21960.0,2,6,6,1,1,1,1,1.8955475169900111,63,2,1,5,0,2,6,8,3,8,0,0,0,5,0,0,0,1,5,4,3,2,5,1,2,10766707.0,0,0,4,18,0,0,25,1,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0.9979645307432328,1,63,E896-DED7-CBF4-94A8-9E76
537,5245-A998-85E4-7D8B-8DCD_2017-07-29 12:06:57,159542.0,1,10,9,1,1,1,1,2.925202764171108,689,23,18,50,63,67,54,30,18,8,1,2,4,14,12,28,39,29,29,29,21,25,38,23,64,3601729.0,0,0,0,4,121,0,1,0,0,0,461,11,0,23,14,0,0,0,0,0,0,14,36,0,4,0.9575829553361084,1,689,5245-A998-85E4-7D8B-8DCD
538,D249-6894-7894-885A-73EF_2017-09-12 01:31:16,13048.0,2,4,4,1,1,1,2,1.7841157163041486,57,0,0,2,2,3,4,2,2,1,2,0,1,1,0,0,0,0,0,2,9,11,3,6,6,10430360.0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,14,0.9987505994211852,1,57,D249-6894-7894-885A-73EF
539,4C8D-33F4-9429-7BE4-73B2_2017-09-15 19:37:07,17088.0,1,6,6,1,1,1,1,1.1171468583889022,17,0,1,0,3,2,4,1,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,896842.0,0,1,1,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,3,0.9813027255916756,1,17,4C8D-33F4-9429-7BE4-73B2
540,82A5-F63B-F748-48C8-3C59_2017-06-27 16:23:30,3940.0,1,9,7,1,1,1,1,2.8674404991244464,750,4,6,64,61,81,72,70,51,31,31,25,25,1,23,10,25,1,18,11,13,13,34,33,47,3771582.0,0,0,0,10,270,0,0,0,0,0,126,0,6,284,12,0,0,0,0,0,0,31,8,0,3,0.9989564356928656,1,750,82A5-F63B-F748-48C8-3C59
541,9C5C-B556-4A49-2282-5F22_2017-08-03 03:30:18,3795.0,1,2,2,1,1,1,1,0.5442837329694393,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,677030.0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.9944258803657328,1,8,9C5C-B556-4A49-2282-5F22
543,3D44-C453-7FA4-49A2-B8B8_2017-07-30 14:37:34,30063.0,2,2,2,1,1,1,1,0.2868359830561607,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1822828.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.9837750844491122,1,4,3D44-C453-7FA4-49A2-B8B8
