,__EVENTCASE__,__SECURITYWARNING__death_period,__SECURITYWARNING__distinct_payload_cat_id,__SECURITYWARNING__distinct_payload_device_id,__SECURITYWARNING__distinct_payload_dip,__SECURITYWARNING__distinct_payload_dport,__SECURITYWARNING__distinct_payload_profile_id,__SECURITYWARNING__distinct_payload_rule_category,__SECURITYWARNING__distinct_payload_rule_severity,__SECURITYWARNING__distinct_payload_sip,__SECURITYWARNING__distinct_payload_url,__SECURITYWARNING__entropy_for_hours_of_day,__SECURITYWARNING__event_type_network_attack_prevented,__SECURITYWARNING__event_type_weak_password_detected,__SECURITYWARNING__event_type_web_threat_blocked,__SECURITYWARNING__hours_of_day_0,__SECURITYWARNING__hours_of_day_1,__SECURITYWARNING__hours_of_day_10,__SECURITYWARNING__hours_of_day_11,__SECURITYWARNING__hours_of_day_12,__SECURITYWARNING__hours_of_day_13,__SECURITYWARNING__hours_of_day_14,__SECURITYWARNING__hours_of_day_15,__SECURITYWARNING__hours_of_day_16,__SECURITYWARNING__hours_of_day_17,__SECURITYWARNING__hours_of_day_18,__SECURITYWARNING__hours_of_day_19,__SECURITYWARNING__hours_of_day_2,__SECURITYWARNING__hours_of_day_20,__SECURITYWARNING__hours_of_day_21,__SECURITYWARNING__hours_of_day_22,__SECURITYWARNING__hours_of_day_23,__SECURITYWARNING__hours_of_day_3,__SECURITYWARNING__hours_of_day_4,__SECURITYWARNING__hours_of_day_5,__SECURITYWARNING__hours_of_day_6,__SECURITYWARNING__hours_of_day_7,__SECURITYWARNING__hours_of_day_8,__SECURITYWARNING__hours_of_day_9,__SECURITYWARNING__live_period,__SECURITYWARNING__locale,__SECURITYWARNING__payload_rule_category_Access Control,__SECURITYWARNING__payload_rule_category_Backdoor/Trojan,__SECURITYWARNING__payload_rule_category_Buffer Overflow,__SECURITYWARNING__payload_rule_category_DoS/DDoS,__SECURITYWARNING__payload_rule_category_Misc,__SECURITYWARNING__payload_rule_category_Scan,__SECURITYWARNING__payload_rule_category_Virus/Worm,__SECURITYWARNING__payload_rule_category_Web Attack,__SECURITYWARNING__rate,__SECURITYWARNING__station_final_status,__SECURITYWARNING__total_event,__STATIONID__
519,EC3C-7F9C-2EE4-8739-295E_2017-05-21 07:31:19,7005.0,6,3,2,1,1,2,2,2,7,0.97610557717795,2,0,12,0,0,0,0,0,2,2,3,1,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,6122989.0,0,2,0,0,0,0,0,0,0,0.9988572582615904,1,14,EC3C-7F9C-2EE4-8739-295E
520,288D-8355-4D47-7289-E6BF_2017-09-04 12:12:07,27992.0,2,1,2,2,1,2,2,5,2,2.477262896864094,178,0,1,0,17,20,12,18,5,27,10,9,6,0,4,4,4,0,0,0,11,1,2,6,0,14,9,1800514.0,0,0,0,178,0,0,0,0,0,0.9846913272365528,1,179,288D-8355-4D47-7289-E6BF
521,E6C7-5EE6-D38E-4DB7-83EE_2017-08-29 21:42:26,2597.0,7,7,3,3,1,4,3,5,7,1.055008276687731,7,0,21,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,1,13,0,2,1,4248524.0,0,0,0,5,0,1,0,0,1,0.9993891023097202,1,28,E6C7-5EE6-D38E-4DB7-83EE
522,A6C4-689E-F448-C68D-C9A2_2017-10-24 08:23:23,74578.0,7,5,4,3,1,3,2,4,9,1.337882166539185,3,0,21,0,1,0,0,0,0,0,0,0,0,0,1,0,4,5,3,1,2,3,2,0,1,0,1,3194661.0,0,0,0,2,0,1,0,0,0,0.9771879633150101,1,24,A6C4-689E-F448-C68D-C9A2
523,92BE-CF28-49A4-D9F8-762B_2017-05-16 09:56:46,1862.0,5,4,3,1,1,3,3,3,6,1.0408500236214475,5,0,12,3,0,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2632932.0,0,0,0,0,0,2,0,0,3,0.9992933033853879,1,17,92BE-CF28-49A4-D9F8-762B
524,86B8-FB2A-F8B4-4D39-2B2E_2017-07-15 01:55:26,7650.0,4,3,1,1,1,1,1,1,4,0.4563344322932884,0,0,6,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15328887.0,0,0,0,0,0,0,0,0,0,0.9995011911750352,1,6,86B8-FB2A-F8B4-4D39-2B2E
525,4D8B-E38B-6E42-43A4-BB7E_2017-07-09 04:44:00,25824.0,1,2,1,1,1,1,1,1,1,0.7097131024243332,0,0,11,0,0,1,0,2,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4212369.0,0,0,0,0,0,0,0,0,0,0.9939068371827332,1,11,4D8B-E38B-6E42-43A4-BB7E
526,94C4-94CE-5AD4-248E-772D_2017-08-22 04:07:17,1302.0,6,2,4,2,1,2,2,20,5,2.238570083753539,218,0,11,0,7,24,8,0,1,49,53,9,3,0,0,5,0,0,0,0,8,6,0,13,10,26,7,15455017.0,0,0,0,218,0,0,0,0,0,0.9999157626081604,1,229,94C4-94CE-5AD4-248E-772D
528,8F8F-2FEA-6DA5-4FED-B8D2_2017-08-07 01:23:47,4389.0,1,1,1,2,1,1,1,1,1,0.3445982481028228,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1198007.0,0,0,0,0,0,0,0,0,0,0.9963497882561152,1,3,8F8F-2FEA-6DA5-4FED-B8D2
529,3FA4-C83E-8448-484D-5CEA_2017-11-03 06:32:34,79706.0,6,4,3,3,1,2,2,3,10,1.0751393240053737,3,0,13,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,1,1,1,3982521.0,0,3,0,0,0,0,0,0,0,0.9803787429899904,1,16,3FA4-C83E-8448-484D-5CEA
530,7433-BCFD-D2EE-456A-3DB8_2017-05-18 06:13:43,887664.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3736459.0,0,0,0,0,0,0,0,0,0,0.8080362481707342,1,2,7433-BCFD-D2EE-456A-3DB8
531,BDCD-8537-BC24-CD84-746A_2017-10-04 07:34:52,4630.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915916.0,0,0,0,0,0,0,0,0,0,0.994970376276688,1,2,BDCD-8537-BC24-CD84-746A
532,EFE6-F9C9-D684-29AB-E5DB_2017-09-16 03:33:02,216162.0,1,1,1,1,1,1,1,1,1,0.5140966973399506,0,0,12,0,0,0,0,0,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2558794.0,0,0,0,0,0,0,0,0,0,0.9221025486530235,1,12,EFE6-F9C9-D684-29AB-E5DB
534,D65A-B4BB-5549-599F-B67B_2017-08-29 13:44:07,1292.0,12,8,9,3,2,5,3,12,7,2.36173836677077,24,0,161,4,6,35,18,16,12,5,0,0,1,0,0,5,0,3,40,11,1,1,2,0,2,11,12,15953042.0,0,5,0,7,0,3,0,0,9,0.9999190188697316,1,185,D65A-B4BB-5549-599F-B67B
535,86BE-7583-AFE4-4F64-983F_2017-07-01 07:29:23,3081.0,15,7,5,1,1,4,3,49,11,2.463104643797811,134,0,38,4,7,5,6,9,8,11,3,6,5,15,4,7,4,3,6,14,6,2,1,11,8,15,12,11180300.0,0,36,0,21,0,0,0,0,77,0.9997245019194106,1,172,86BE-7583-AFE4-4F64-983F
538,59CB-CA35-6E38-46C9-8E9D_2017-07-16 14:59:05,745596.0,1,2,1,1,1,1,1,1,1,0.2868359830561607,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3939422.0,0,0,0,0,0,0,0,0,0,0.8408552539179145,1,2,59CB-CA35-6E38-46C9-8E9D
539,9832-8BB2-8C54-A9AD-52BB_2017-08-20 05:34:24,150320.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987712.0,0,0,0,0,0,0,0,0,0,0.8679123258396952,1,2,9832-8BB2-8C54-A9AD-52BB
540,6D59-7C66-84B8-BBDF-3384_2017-08-03 14:03:48,309482.0,5,7,2,3,1,2,2,2,7,1.0768102826779202,1,1,22,0,0,3,11,1,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,2,0,1,3930940.0,0,0,0,1,0,0,0,0,0,0.9270162262152212,1,24,6D59-7C66-84B8-BBDF-3384
541,7CCB-7FFA-8C48-4DA3-8DFB_2017-08-24 01:06:57,8089.0,13,9,7,2,1,5,4,7,25,3.1202915653012853,37,0,3696,137,134,264,179,118,36,31,31,28,49,12,29,227,6,260,105,274,77,205,246,189,433,316,347,7855409.0,0,0,0,7,0,4,18,0,8,0.9989713229405032,0,3733,7CCB-7FFA-8C48-4DA3-8DFB
542,CC77-9973-BBD4-D2D8-56C7_2017-05-14 03:25:46,20212.0,1,2,1,1,1,1,1,1,2,0.2868359830561607,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1261270.0,0,0,0,0,0,0,0,0,0,0.9842276364396848,1,2,CC77-9973-BBD4-D2D8-56C7
543,6C7B-A5C4-9A33-4EB5-AA3A_2017-09-25 01:43:22,2319.0,4,3,1,2,1,1,1,1,5,1.2544733944724158,0,0,25,7,4,0,0,0,2,5,1,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,4610471.0,0,0,0,0,0,0,0,0,0,0.9994972673804792,1,25,6C7B-A5C4-9A33-4EB5-AA3A
544,7825-A6D8-57E4-3F97-FD4B_2017-08-22 14:03:22,9264.0,8,5,6,3,1,3,3,13,11,2.7301139630409317,274,0,26,14,6,7,0,11,0,4,1,12,7,14,12,14,31,15,5,0,10,19,29,37,39,2,11,20487198.0,0,0,0,264,0,0,0,0,10,0.9995480195557652,1,300,7825-A6D8-57E4-3F97-FD4B
545,B8C4-894E-A446-4395-492F_2017-10-02 09:40:24,34242.0,1,1,1,1,1,1,1,1,1,0.5442837329694393,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,13,3506258.0,0,0,0,0,0,0,25,0,0,0.9903284846773056,1,25,B8C4-894E-A446-4395-492F
546,65FC-EDF4-852E-4B49-BF5F_2017-05-02 06:11:20,3353.0,2,2,2,1,1,2,2,2,2,0.1732052067491771,8,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608171.0,0,8,0,0,0,0,0,0,0,0.9945169772568206,0,9,65FC-EDF4-852E-4B49-BF5F
547,6669-F64A-5CD4-325B-6FBA_2017-05-22 17:21:08,2288.0,3,3,1,1,1,1,1,1,4,0.5117400734174093,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2974447.0,0,0,0,0,0,0,0,0,0,0.999231372628064,0,5,6669-F64A-5CD4-325B-6FBA
549,D237-726E-566A-424C-BAD4_2017-09-23 11:29:32,42219.0,3,1,2,3,1,2,2,3,4,1.2326713884822265,70,0,61,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,30,30,26,8518118.0,0,0,0,70,0,0,0,0,0,0.9950680679977902,1,131,D237-726E-566A-424C-BAD4
551,5C8C-F2E9-4F47-EBBD-EDCB_2017-08-06 05:51:45,617616.0,4,5,2,3,1,2,2,2,6,0.8947504818324978,1,0,13,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,3,3653667.0,0,0,0,1,0,0,0,0,0,0.8554026975033029,1,14,5C8C-F2E9-4F47-EBBD-EDCB
552,5FE9-E7ED-B84E-B4BE-AAA6_2017-10-19 04:06:51,11606.0,31,9,84,3,1,5,3,17,327,3.0047670352079603,182,0,1219,36,37,112,114,115,110,97,72,65,37,5,11,57,9,22,28,32,80,42,42,61,72,70,75,18570824.0,0,46,0,8,0,7,0,0,121,0.9993754315232184,1,1401,5FE9-E7ED-B84E-B4BE-AAA6
553,266E-AF63-F944-83BB-64CC_2017-07-06 06:09:23,15056.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4759102.0,0,1,0,0,0,0,0,0,0,0.9968463548965074,1,1,266E-AF63-F944-83BB-64CC
554,3EF5-B272-284D-D94C-F85E_2017-11-04 13:28:56,44544.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1119340.0,0,0,0,1,0,0,0,0,0,0.9617281447291998,1,1,3EF5-B272-284D-D94C-F85E
555,D344-AEAD-367C-462A-996F_2017-05-13 13:25:33,241683.0,3,1,3,1,1,2,2,2,7,0.6749754468353846,3,0,6,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1347467.0,0,3,0,0,0,0,0,0,0,0.8479168108737375,0,9,D344-AEAD-367C-462A-996F
556,5BE3-98FD-C8E7-4533-9B42_2017-11-06 03:53:47,245173.0,2,2,1,2,1,1,1,1,5,0.8151862107956463,0,0,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,0,0,625039.0,0,0,0,0,0,0,0,0,0,0.7182606077599482,0,15,5BE3-98FD-C8E7-4533-9B42
557,7CB8-BB2A-3466-BF2A-9DAB_2017-08-09 15:41:09,55967.0,2,2,1,2,1,1,1,1,5,0.6816102690529532,0,0,18,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3058741.0,0,0,0,0,0,0,0,0,0,0.9820313814328664,1,18,7CB8-BB2A-3466-BF2A-9DAB
558,82B5-884D-6C34-F2B3-49AB_2017-08-21 08:06:01,1689.0,4,3,1,3,1,1,1,1,5,0.8151862107956462,0,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,0,2363584.0,0,0,0,0,0,0,0,0,0,0.9992859175241082,1,11,82B5-884D-6C34-F2B3-49AB
560,3EDB-23B7-62A8-4FA3-AE36_2017-09-07 03:31:26,11771.0,2,1,1,2,1,1,1,1,2,0.1732052067491771,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,663100.0,0,0,0,0,0,0,0,0,0,0.9825581481497946,1,2,3EDB-23B7-62A8-4FA3-AE36
561,5B36-B858-8F43-9BAE-3B36_2017-09-28 01:01:40,4145.0,2,2,2,2,1,2,2,2,2,0.5140966973399506,17,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,940061.0,0,0,0,17,0,0,0,0,0,0.9956100681419096,1,26,5B36-B858-8F43-9BAE-3B36
562,2DFF-8975-9F54-EB9A-6459_2017-09-26 12:01:21,2941.0,10,6,4,2,1,5,3,4,11,1.542538675316846,25,0,22,5,0,4,1,2,7,3,0,0,0,0,0,0,0,0,1,19,0,0,2,1,0,1,1,12083192.0,0,3,0,3,0,1,0,0,18,0.9997566632768314,1,47,2DFF-8975-9F54-EB9A-6459
565,5B67-DF53-5C73-4549-B644_2017-11-06 07:59:46,8518.0,3,3,2,3,1,2,2,2,3,0.4563344322932884,1,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1824807.0,0,0,0,1,0,0,0,0,0,0.995353797062714,1,4,5B67-DF53-5C73-4549-B644
566,CC95-BDE3-D34A-48FB-8A62_2017-05-09 06:59:29,1345.0,11,6,4,1,1,4,3,4,22,1.9715607645104176,11,0,83,4,6,6,8,5,4,8,11,6,0,0,0,4,0,1,1,4,4,2,0,4,0,2,14,4475462.0,0,1,0,0,0,0,7,0,3,0.9996995626570456,1,94,CC95-BDE3-D34A-48FB-8A62
567,65FC-EDF4-852E-4B49-BF5F_2017-09-01 11:56:18,46688.0,3,2,1,2,1,1,1,1,3,0.4563344322932884,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,901633.0,0,0,0,0,0,0,0,0,0,0.9507677252744589,0,11,65FC-EDF4-852E-4B49-BF5F
568,C8A4-5276-89B4-A569-675A_2017-10-28 15:50:54,10711.0,4,2,2,3,1,2,2,2,4,0.4505612088663046,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4767319.0,0,0,0,0,0,0,0,0,1,0.9977582811326008,1,4,C8A4-5276-89B4-A569-675A
569,5F3C-ECFB-724A-83BB-23EB_2017-06-29 22:12:07,1528.0,4,3,2,1,1,2,2,2,8,0.8817214815477444,1,0,11,4,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1318924.0,0,0,0,1,0,0,0,0,0,0.9988428204887416,1,12,5F3C-ECFB-724A-83BB-23EB
570,3EDB-23B7-62A8-4FA3-AE36_2017-08-30 01:23:52,35754.0,6,4,2,3,1,2,2,2,7,0.7892773734611849,6,0,8,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,757864.0,0,6,0,0,0,0,0,0,0,0.9549480984554282,1,14,3EDB-23B7-62A8-4FA3-AE36
571,72BC-76A7-B48F-A8EB-C7FC_2017-06-12 03:35:16,7348.0,1,3,1,1,1,1,1,1,1,1.05938459334224,22,0,0,0,2,0,2,0,0,0,0,0,0,2,0,4,4,0,0,1,0,0,0,1,4,0,2,3456885.0,0,0,0,0,22,0,0,0,0,0.9978788955592768,1,22,72BC-76A7-B48F-A8EB-C7FC
572,2322-DCCD-3A4F-B6B5-5EEA_2017-06-22 15:06:23,26794.0,5,2,2,1,1,3,2,8,5,1.2211491349151469,11,0,13,0,0,0,4,0,2,1,0,0,0,1,0,1,0,0,0,1,1,1,1,8,3,0,0,1315111.0,0,0,0,5,0,0,0,0,6,0.980032863727313,1,24,2322-DCCD-3A4F-B6B5-5EEA
573,C88C-435C-2344-23B7-A4F9_2017-09-25 23:19:10,97473.0,1,2,1,1,1,1,1,1,5,0.7892773734611849,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,3,5,0,0,578917.0,0,0,0,0,0,0,0,0,0,0.8558923106491817,0,16,C88C-435C-2344-23B7-A4F9
574,24AB-FD4E-9B94-45A8-DB26_2017-07-09 14:39:08,10641.0,2,6,4,1,1,2,2,7,1,0.7356219397587946,7,2,0,0,0,1,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,602239.0,0,0,0,7,0,0,0,0,0,0.9826377104816604,0,9,24AB-FD4E-9B94-45A8-DB26
575,2EC4-23BD-84DE-3ACC-B43F_2017-04-06 11:28:19,7181508.0,1,1,1,1,2,1,1,1,1,0.5140966973399506,0,0,9,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13143119.0,0,0,0,0,0,0,0,0,0,0.6466597886396636,0,9,2EC4-23BD-84DE-3ACC-B43F
576,D47E-95C9-7E46-3C8F-5BAB_2017-07-20 15:31:17,8019.0,7,7,4,1,1,2,2,15,12,1.7764719633802422,19,0,30,4,0,1,4,2,0,2,0,0,1,0,0,5,9,6,0,1,0,2,2,0,1,6,3,8656149.0,0,0,0,0,0,0,0,0,19,0.9990744639300624,1,49,D47E-95C9-7E46-3C8F-5BAB
577,58AC-D9AE-8489-8BB3-EA3E_2017-10-21 14:28:30,25950.0,7,9,3,3,1,3,3,7,16,1.5454229031935938,18,0,26,3,0,4,4,4,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,14,5,3,1,3205217.0,0,0,0,17,0,0,0,0,1,0.9919688459308974,0,44,58AC-D9AE-8489-8BB3-EA3E
578,7D97-D847-6FF4-E68D-CB9A_2017-07-12 16:10:01,19381.0,9,7,7,1,1,4,3,6,11,1.1972970154342812,9,1,14,0,2,0,1,6,1,1,1,1,3,1,0,1,0,0,0,1,0,1,2,0,0,1,1,17133132.0,0,5,0,1,0,3,0,0,0,0.9988700781045904,1,24,7D97-D847-6FF4-E68D-CB9A
579,9FC2-BD77-4FE3-4D9A-DEEB_2017-07-07 17:24:51,26033.0,2,2,2,1,1,2,2,2,2,1.4335286453658982,29,0,2,0,1,4,3,2,1,2,4,2,0,0,0,4,1,0,1,1,2,0,0,0,2,0,1,1714235.0,0,0,0,0,0,0,29,0,0,0.9850408098063056,1,31,9FC2-BD77-4FE3-4D9A-DEEB
580,CC2D-3E58-46B4-92C6-8A5A_2017-08-25 02:45:12,80137.0,4,4,3,2,1,2,2,2,4,0.8817214815477444,6,0,5,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,2426732.0,0,0,0,6,0,0,0,0,0,0.9680330324400676,1,11,CC2D-3E58-46B4-92C6-8A5A
582,5BE3-98FD-C8E7-4533-9B42_2017-10-01 15:53:28,2860.0,4,4,3,3,1,2,3,3,4,0.8028187820379638,4,0,6,0,0,0,0,1,0,0,2,0,0,2,0,0,0,2,0,0,1,0,1,0,0,1,0,1580932.0,0,0,0,0,0,4,0,0,0,0.9981942073201532,0,10,5BE3-98FD-C8E7-4533-9B42
583,4DC5-3FC6-2D64-5759-737A_2017-07-16 01:40:34,4099.0,7,6,6,1,1,3,3,6,20,2.117277097906719,11,0,97,10,7,4,3,2,7,5,3,4,1,1,0,6,1,1,1,4,2,10,10,16,4,2,4,13121985.0,0,10,0,0,0,0,0,0,1,0.999687721029364,1,108,4DC5-3FC6-2D64-5759-737A
586,86E8-9DF4-3B34-A779-94F7_2017-10-10 00:02:40,2924.0,2,2,2,2,1,2,2,2,2,0.4563344322932884,1,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6844821.0,0,1,0,0,0,0,0,0,0,0.9995729981183586,1,4,86E8-9DF4-3B34-A779-94F7
587,6C57-39BB-2864-8F8D-2A8A_2017-08-16 16:47:39,2455.0,2,4,1,2,1,1,1,1,9,0.623848004006291,0,0,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1548621.0,0,0,0,0,0,0,0,0,0,0.9984172277825201,1,10,6C57-39BB-2864-8F8D-2A8A
588,7E88-3529-FC54-5548-DE7B_2017-04-21 01:15:02,433082.0,4,5,1,1,1,1,1,1,8,0.8239592165010823,0,0,12,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,1,0,1,0,1,937944.0,0,0,0,0,0,0,0,0,0,0.6841183172310372,1,12,7E88-3529-FC54-5548-DE7B
592,3D44-C453-7FA4-49A2-B8B8_2017-05-01 08:20:13,69109.0,2,2,1,1,1,1,1,1,3,0.3767701612564368,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1206814.0,0,0,0,0,0,0,0,0,0,0.9458360731799648,1,3,3D44-C453-7FA4-49A2-B8B8
593,E34C-6A4D-A7D6-433E-A253_2017-06-12 03:01:16,11122.0,2,2,1,1,1,1,1,1,2,1.3622749228926494,0,0,31,2,0,1,1,0,2,2,0,2,5,1,0,1,0,2,0,4,0,2,2,4,0,0,0,14178281.0,0,0,0,0,0,0,0,0,0,0.9992161756206376,1,31,E34C-6A4D-A7D6-433E-A253
594,69F6-684F-B334-5C87-99F9_2017-06-17 03:15:24,2340.0,3,3,2,1,1,2,2,2,14,1.214136818761434,1,0,26,0,0,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,0,2,0,8481224.0,0,0,0,0,0,0,0,0,1,0.9997241725293756,1,27,69F6-684F-B334-5C87-99F9
595,CC54-BD32-A94F-FEBF-CD3C_2017-05-22 17:16:28,1328.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,982619.0,0,0,0,0,0,0,0,0,0,0.99865033380863,1,1,CC54-BD32-A94F-FEBF-CD3C
596,835D-92F2-B24B-73B4-F9CA_2017-06-14 07:32:36,184320.0,1,2,1,1,1,1,1,1,1,0.2868359830561607,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2189005.0,0,0,0,0,0,0,0,0,0,0.922336805957886,1,2,835D-92F2-B24B-73B4-F9CA
597,B784-5A79-56AB-44C9-8FCC_2017-09-07 12:08:53,56268.0,3,3,2,3,1,2,2,2,5,0.7892773734611849,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,5,9,973984.0,0,0,0,1,0,0,0,0,0,0.9453842360898109,1,19,B784-5A79-56AB-44C9-8FCC
599,77C4-4DDF-C864-B2A8-2273_2017-07-28 10:36:34,8947406.0,4,3,4,1,1,3,3,5,2,0.7892773734611849,7,0,4,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,13134446.0,0,5,0,0,0,2,0,0,0,0.5948072652601784,0,11,77C4-4DDF-C864-B2A8-2273
600,88F5-775E-FA44-DB9D-35DD_2017-06-11 08:17:37,707296.0,6,3,2,1,1,2,2,2,14,2.347580113704487,12,0,117,5,3,7,4,3,8,35,4,0,0,0,3,2,2,7,2,11,1,1,15,6,0,8,2,7190792.0,0,0,0,0,0,0,0,0,12,0.9104471867115179,1,129,88F5-775E-FA44-DB9D-35DD
601,77EF-E63F-74B6-5934-97BB_2017-05-09 17:21:55,1537.0,2,3,3,1,1,2,2,4,3,0.8965413061410984,4,0,8,1,0,0,2,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,11478718.0,0,4,0,0,0,0,0,0,0,0.9998661179564392,1,12,77EF-E63F-74B6-5934-97BB
602,D44E-D499-3E94-CE69-543D_2017-06-02 14:40:26,134397.0,2,2,2,1,1,1,2,2,1,0.3445982481028228,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1289993.0,0,0,0,0,0,0,0,0,4,0.9056459256243024,0,4,D44E-D499-3E94-CE69-543D
603,6254-6ED2-3724-AF4B-5CDB_2017-09-22 02:36:26,2862.0,30,26,37,3,1,7,4,953,17,3.1202915653012844,4639,0,57,264,246,143,117,136,91,98,100,116,75,101,144,291,135,255,279,288,296,305,276,292,288,241,119,5082669.0,0,190,0,2204,2149,54,11,0,31,0.9994372269090483,1,4696,6254-6ED2-3724-AF4B-5CDB
604,B579-3A57-434C-4FD6-B9EE_2017-05-24 13:13:35,1964.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,661463.0,0,0,0,0,0,0,0,0,0,0.9970396140042536,1,1,B579-3A57-434C-4FD6-B9EE
605,683C-973C-5364-D6EA-9AC2_2017-09-01 11:58:03,2499.0,3,3,1,2,1,1,1,1,4,0.7892773734611849,0,0,15,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,2,0,0,0,1719757.0,0,0,0,0,0,0,0,0,0,0.9985489962003326,1,15,683C-973C-5364-D6EA-9AC2
607,2F2A-BD8B-4475-B7DD-2BB4_2017-05-27 08:08:25,4783.0,4,3,4,1,1,2,2,4,5,1.012896353485113,12,0,5,2,2,0,2,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,1,2,0,2,0,7292373.0,0,12,0,0,0,0,0,0,0,0.9993445391601878,1,17,2F2A-BD8B-4475-B7DD-2BB4
